SampleID	Diversity	DiversityID	Pert1	Pert2	Temp	pH	Phylogenetic.Resolution
NBAF45-A45_Reads_non_singletons_gap	0.608253367	Active	pH	Maintained	35	6	90
NBAF71-A73_reads_without_singletons_id_1	0	Active	pH	Perturbed	25	7.5	90
2H-A-DNA_Reads_non_singletons_gap	1.921360696	Total	Temp	Maintained	25	6	85
3H-A-DNA_Reads_non_singletons_gap	1.949718515	Total	Temp	Maintained	25	6	85
4H-A-DNA_Reads_non_singletons_gap	1.921736787	Total	Temp	Maintained	25	6	85
5H-A-DNA_Reads_non_singletons_gap	1.677810169	Total	Temp	Maintained	25	4.5	85
6H-A-DNA_Reads_non_singletons_gap	1.688538628	Total	Temp	Maintained	25	4.5	85
7H-A-DNA_Reads_non_singletons_gap	1.716083115	Total	Temp	Maintained	25	4.5	85
9H-A-DNA_Reads_non_singletons_gap	1.401281313	Total	Temp	Maintained	25	7.5	85
10H-A-DNA_Reads_non_singletons_gap	1.400083284	Total	Temp	Maintained	25	7.5	85
11H-A-DNA_Reads_non_singletons_gap	1.416104301	Total	Temp	Maintained	25	7.5	85
13H-A-DNA_Reads_non_singletons_gap	1.952811702	Total	Temp	Perturbed	15	6	85
14H-A-DNA_Reads_non_singletons_gap	1.828286728	Total	Temp	Perturbed	15	6	85
15H-A-DNA_Reads_non_singletons_gap	1.901325286	Total	Temp	Perturbed	15	6	85
17H-A-DNA_Reads_non_singletons_gap	1.632642669	Total	Temp	Perturbed	15	4.5	85
18H-A-DNA_Reads_non_singletons_gap	1.684019558	Total	Temp	Perturbed	15	4.5	85
19H-A-DNA_Reads_non_singletons_gap	1.596852224	Total	Temp	Perturbed	15	4.5	85
21H-A-DNA_Reads_non_singletons_gap	1.703983238	Total	Temp	Perturbed	15	7.5	85
22H-A-DNA_Reads_non_singletons_gap	1.384204366	Total	Temp	Perturbed	15	7.5	85
23H-A-DNA_Reads_non_singletons_gap	1.355173625	Total	Temp	Perturbed	15	7.5	85
26H-A-DNA_Reads_non_singletons_gap	1.610926851	Total	Temp	Perturbed	35	6	85
27H-A-DNA_Reads_non_singletons_gap	1.753367793	Total	Temp	Perturbed	35	6	85
28H-A-DNA_Reads_non_singletons_gap	1.752412843	Total	Temp	Perturbed	35	6	85
29H-A-DNA_Reads_non_singletons_gap	1.111208702	Total	Temp	Perturbed	35	4.5	85
30H-A-DNA_Reads_non_singletons_gap	1.044424225	Total	Temp	Perturbed	35	4.5	85
31H-A-DNA_Reads_non_singletons_gap	1.063615439	Total	Temp	Perturbed	35	4.5	85
33H-A-DNA_Reads_non_singletons_gap	1.52170966	Total	Temp	Perturbed	35	7.5	85
34H-A-DNA_Reads_non_singletons_gap	1.545121934	Total	Temp	Perturbed	35	7.5	85
35H-A-DNA_Reads_non_singletons_gap	1.564520742	Total	Temp	Perturbed	35	7.5	85
37H-A-DNA_Reads_non_singletons_gap	1.90569688	Total	pH	Maintained	25	6	85
38H-A-DNA_Reads_non_singletons_gap	1.928111357	Total	pH	Maintained	25	6	85
39H-A-DNA_Reads_non_singletons_gap	1.877940848	Total	pH	Maintained	25	6	85
41H-A-DNA_Reads_non_singletons_gap	2.018681679	Total	pH	Maintained	15	6	85
42H-A-DNA_Reads_non_singletons_gap	2.03029708	Total	pH	Maintained	15	6	85
43H-A-DNA_Reads_non_singletons_gap	2.088686231	Total	pH	Maintained	15	6	85
45H-A-DNA_Reads_non_singletons_gap	1.693055884	Total	pH	Maintained	35	6	85
46H-A-DNA_Reads_non_singletons_gap	1.597192917	Total	pH	Maintained	35	6	85
47H-A-DNA_Reads_non_singletons_gap	1.504390777	Total	pH	Maintained	35	6	85
49H-A-DNA_Reads_non_singletons_gap	1.46788881	Total	pH	Perturbed	25	4.5	85
50H-A-DNA_Reads_non_singletons_gap	1.427428847	Total	pH	Perturbed	25	4.5	85
51H-A-DNA_Reads_non_singletons_gap	1.132440148	Total	pH	Perturbed	25	4.5	85
53H-A-DNA_Reads_non_singletons_gap	1.795130533	Total	pH	Perturbed	15	4.5	85
54H-A-DNA_Reads_non_singletons_gap	1.717211394	Total	pH	Perturbed	15	4.5	85
55H-A-DNA_Reads_non_singletons_gap	1.789704813	Total	pH	Perturbed	15	4.5	85
57H-A-DNA_Reads_non_singletons_gap	1.568083811	Total	pH	Perturbed	35	4.5	85
58H-A-DNA_Reads_non_singletons_gap	1.621844258	Total	pH	Perturbed	35	4.5	85
59H-A-DNA_Reads_non_singletons_gap	1.631489332	Total	pH	Perturbed	35	4.5	85
62H-A-DNA_Reads_non_singletons_gap	1.771394323	Total	pH	Perturbed	25	7.5	85
63H-A-DNA_Reads_non_singletons_gap	1.733322502	Total	pH	Perturbed	25	7.5	85
64H-A-DNA_Reads_non_singletons_gap	1.79538963	Total	pH	Perturbed	25	7.5	85
65H-A-DNA_Reads_non_singletons_gap	2.055279143	Total	pH	Perturbed	15	7.5	85
66H-A-DNA_Reads_non_singletons_gap	2.080237577	Total	pH	Perturbed	15	7.5	85
67H-A-DNA_Reads_non_singletons_gap	2.026017607	Total	pH	Perturbed	15	7.5	85
69H-A-DNA_Reads_non_singletons_gap	1.805938653	Total	pH	Perturbed	35	7.5	85
70H-A-DNA_Reads_non_singletons_gap	1.636025742	Total	pH	Perturbed	35	7.5	85
71H-A-DNA_Reads_non_singletons_gap	1.654248857	Total	pH	Perturbed	35	7.5	85
AOA65_Reads_non_singletons_gap	0.417596185	Active	Temp	Perturbed	35	7.5	85
AOA66_Reads_non_singletons_gap	1.554099892	Active	Temp	Perturbed	35	7.5	85
AOA68_Reads_non_singletons_gap	0.578373525	Active	Temp	Perturbed	35	7.5	85
AOA73_Reads_non_singletons_gap	0.599402462	Active	pH	Maintained	25	6	85
AOA74_Reads_non_singletons_gap	1.093151881	Active	pH	Maintained	25	6	85
AOA76_Reads_non_singletons_gap	1.8494778	Active	pH	Maintained	25	6	85
AOA81_Reads_non_singletons_gap	1.740034457	Active	pH	Maintained	15	6	85
AOA83_Reads_non_singletons_gap	1.521936923	Active	pH	Maintained	15	6	85
AOA84_Reads_non_singletons_gap	1.16606299	Active	pH	Maintained	15	6	85
AOA97_Reads_non_singletons_gap	1.235092484	Active	pH	Perturbed	25	4.5	85
AOA99_Reads_non_singletons_gap	1.170903048	Active	pH	Perturbed	25	4.5	85
AOA100_Reads_non_singletons_gap	0.733878832	Active	pH	Perturbed	25	4.5	85
active105	0	Active	pH	Perturbed	15	4.5	85
active106	0	Active	pH	Perturbed	15	4.5	85
active107	0	Active	pH	Perturbed	15	4.5	85
active113	0	Active	pH	Perturbed	35	4.5	85
active114	0	Active	pH	Perturbed	35	4.5	85
active115	0	Active	pH	Perturbed	35	4.5	85
AOA123_Reads_non_singletons_gap	0.924185227	Active	pH	Perturbed	25	7.5	85
active129	0	Active	pH	Perturbed	15	7.5	85
active130	0	Active	pH	Perturbed	15	7.5	85
active131	0	Active	pH	Perturbed	15	7.5	85
AOA138_Reads_non_singletons_gap	0.91674854	Active	pH	Perturbed	35	7.5	85
AOA139_Reads_non_singletons_gap	0.385120843	Active	pH	Perturbed	35	7.5	85
AOA140_Reads_non_singletons_gap	0.092984813	Active	pH	Perturbed	35	7.5	85
Macrogen_AOA_17	1.366979227	Active	Temp	Maintained	25	7.5	85
NBAF01-A1_Reads_non_singletons_gap	1.078297936	Active	Temp	Maintained	25	6	85
NBAF02-A2_Reads_non_singletons_gap	0.694397153	Active	Temp	Maintained	25	6	85
NBAF03-A3_Reads_non_singletons_gap	0.637299815	Active	Temp	Maintained	25	6	85
NBAF07-A7_Reads_non_singletons_gap	1.310784235	Active	Temp	Maintained	25	4.5	85
NBAF08-A8_Reads_non_singletons_gap	1.520287437	Active	Temp	Maintained	25	4.5	85
NBAF09-A9_Reads_non_singletons_gap	1.338806853	Active	Temp	Maintained	25	4.5	85
NBAF13-A13_Reads_non_singletons_gap	0.717899084	Active	Temp	Perturbed	15	6	85
NBAF14-A14_Reads_non_singletons_gap	0.661330116	Active	Temp	Perturbed	15	6	85
NBAF15-A15_Reads_non_singletons_gap	0.706882681	Active	Temp	Perturbed	15	6	85
active16	0	Active	Temp	Perturbed	15	4.5	85
active17	0	Active	Temp	Perturbed	15	4.5	85
active18	0	Active	Temp	Perturbed	15	4.5	85
NBAF19-A19_Reads_non_singletons_gap	0.040597495	Active	Temp	Perturbed	35	6	85
NBAF20-A20_Reads_non_singletons_gap	0.070185182	Active	Temp	Perturbed	35	6	85
NBAF21-A21_Reads_non_singletons_gap	0.093365408	Active	Temp	Perturbed	35	6	85
Active57	0	Active	Temp	Perturbed	35	4.5	85
Active58	0	Active	Temp	Perturbed	35	4.5	85
Active59	0	Active	Temp	Perturbed	35	4.5	85
NBAF26-A26_Reads_non_singletons_gap	0.740996154	Active	Temp	Maintained	25	7.5	85
NBAF27-A27_Reads_non_singletons_gap	0.953167452	Active	Temp	Maintained	25	7.5	85
NBAF31-A31_Reads_non_singletons_gap	0.50810367	Active	Temp	Perturbed	15	7.5	85
NBAF32-A32_Reads_non_singletons_gap	0.619170227	Active	Temp	Perturbed	15	7.5	85
NBAF33-A33_Reads_non_singletons_gap	0.600604871	Active	Temp	Perturbed	15	7.5	85
NBAF43-A43_Reads_non_singletons_gap	0.429881368	Active	pH	Maintained	35	6	85
NBAF44-A44_Reads_non_singletons_gap	0.309845252	Active	pH	Maintained	35	6	85
NBAF45-A45_Reads_non_singletons_gap	0.530686826	Active	pH	Maintained	35	6	85
NBAF71-A73_reads_without_singletons_id_1	0	Active	pH	Perturbed	25	7.5	85
2H-A-DNA_Reads_non_singletons_gap	1.877105316	Total	Temp	Maintained	25	6	80
3H-A-DNA_Reads_non_singletons_gap	1.895289887	Total	Temp	Maintained	25	6	80
4H-A-DNA_Reads_non_singletons_gap	1.868213849	Total	Temp	Maintained	25	6	80
5H-A-DNA_Reads_non_singletons_gap	1.225619717	Total	Temp	Maintained	25	4.5	80
6H-A-DNA_Reads_non_singletons_gap	1.231450549	Total	Temp	Maintained	25	4.5	80
7H-A-DNA_Reads_non_singletons_gap	1.262144347	Total	Temp	Maintained	25	4.5	80
9H-A-DNA_Reads_non_singletons_gap	1.36532608	Total	Temp	Maintained	25	7.5	80
10H-A-DNA_Reads_non_singletons_gap	1.35073453	Total	Temp	Maintained	25	7.5	80
11H-A-DNA_Reads_non_singletons_gap	1.360348496	Total	Temp	Maintained	25	7.5	80
13H-A-DNA_Reads_non_singletons_gap	1.875933718	Total	Temp	Perturbed	15	6	80
14H-A-DNA_Reads_non_singletons_gap	1.780374205	Total	Temp	Perturbed	15	6	80
15H-A-DNA_Reads_non_singletons_gap	1.852715838	Total	Temp	Perturbed	15	6	80
17H-A-DNA_Reads_non_singletons_gap	1.21958097	Total	Temp	Perturbed	15	4.5	80
18H-A-DNA_Reads_non_singletons_gap	1.234730494	Total	Temp	Perturbed	15	4.5	80
19H-A-DNA_Reads_non_singletons_gap	1.165003505	Total	Temp	Perturbed	15	4.5	80
21H-A-DNA_Reads_non_singletons_gap	1.555389257	Total	Temp	Perturbed	15	7.5	80
22H-A-DNA_Reads_non_singletons_gap	1.357204732	Total	Temp	Perturbed	15	7.5	80
23H-A-DNA_Reads_non_singletons_gap	1.32851045	Total	Temp	Perturbed	15	7.5	80
26H-A-DNA_Reads_non_singletons_gap	1.419806843	Total	Temp	Perturbed	35	6	80
27H-A-DNA_Reads_non_singletons_gap	1.557856019	Total	Temp	Perturbed	35	6	80
28H-A-DNA_Reads_non_singletons_gap	1.556470638	Total	Temp	Perturbed	35	6	80
29H-A-DNA_Reads_non_singletons_gap	0.794976908	Total	Temp	Perturbed	35	4.5	80
30H-A-DNA_Reads_non_singletons_gap	0.741354474	Total	Temp	Perturbed	35	4.5	80
31H-A-DNA_Reads_non_singletons_gap	0.790339232	Total	Temp	Perturbed	35	4.5	80
33H-A-DNA_Reads_non_singletons_gap	1.458827764	Total	Temp	Perturbed	35	7.5	80
34H-A-DNA_Reads_non_singletons_gap	1.46087075	Total	Temp	Perturbed	35	7.5	80
35H-A-DNA_Reads_non_singletons_gap	1.481989857	Total	Temp	Perturbed	35	7.5	80
37H-A-DNA_Reads_non_singletons_gap	1.859935578	Total	pH	Maintained	25	6	80
38H-A-DNA_Reads_non_singletons_gap	1.885112217	Total	pH	Maintained	25	6	80
39H-A-DNA_Reads_non_singletons_gap	1.837745143	Total	pH	Maintained	25	6	80
41H-A-DNA_Reads_non_singletons_gap	1.919454923	Total	pH	Maintained	15	6	80
42H-A-DNA_Reads_non_singletons_gap	1.927106533	Total	pH	Maintained	15	6	80
43H-A-DNA_Reads_non_singletons_gap	1.981982203	Total	pH	Maintained	15	6	80
45H-A-DNA_Reads_non_singletons_gap	1.618940635	Total	pH	Maintained	35	6	80
46H-A-DNA_Reads_non_singletons_gap	1.520099242	Total	pH	Maintained	35	6	80
47H-A-DNA_Reads_non_singletons_gap	1.45586275	Total	pH	Maintained	35	6	80
49H-A-DNA_Reads_non_singletons_gap	1.433034657	Total	pH	Perturbed	25	4.5	80
50H-A-DNA_Reads_non_singletons_gap	1.386840798	Total	pH	Perturbed	25	4.5	80
51H-A-DNA_Reads_non_singletons_gap	1.122362835	Total	pH	Perturbed	25	4.5	80
53H-A-DNA_Reads_non_singletons_gap	1.684581112	Total	pH	Perturbed	15	4.5	80
54H-A-DNA_Reads_non_singletons_gap	1.593706856	Total	pH	Perturbed	15	4.5	80
55H-A-DNA_Reads_non_singletons_gap	1.688290686	Total	pH	Perturbed	15	4.5	80
57H-A-DNA_Reads_non_singletons_gap	1.468096647	Total	pH	Perturbed	35	4.5	80
58H-A-DNA_Reads_non_singletons_gap	1.555588264	Total	pH	Perturbed	35	4.5	80
59H-A-DNA_Reads_non_singletons_gap	1.559205657	Total	pH	Perturbed	35	4.5	80
62H-A-DNA_Reads_non_singletons_gap	1.741347581	Total	pH	Perturbed	25	7.5	80
63H-A-DNA_Reads_non_singletons_gap	1.697535291	Total	pH	Perturbed	25	7.5	80
64H-A-DNA_Reads_non_singletons_gap	1.74080761	Total	pH	Perturbed	25	7.5	80
65H-A-DNA_Reads_non_singletons_gap	1.930150949	Total	pH	Perturbed	15	7.5	80
66H-A-DNA_Reads_non_singletons_gap	1.972137036	Total	pH	Perturbed	15	7.5	80
67H-A-DNA_Reads_non_singletons_gap	1.908104511	Total	pH	Perturbed	15	7.5	80
69H-A-DNA_Reads_non_singletons_gap	1.721763931	Total	pH	Perturbed	35	7.5	80
70H-A-DNA_Reads_non_singletons_gap	1.549494745	Total	pH	Perturbed	35	7.5	80
71H-A-DNA_Reads_non_singletons_gap	1.554027052	Total	pH	Perturbed	35	7.5	80
AOA65_Reads_non_singletons_gap	0.40360611	Active	Temp	Perturbed	35	7.5	80
AOA66_Reads_non_singletons_gap	1.321770059	Active	Temp	Perturbed	35	7.5	80
AOA68_Reads_non_singletons_gap	0.578373525	Active	Temp	Perturbed	35	7.5	80
AOA73_Reads_non_singletons_gap	0.599402462	Active	pH	Maintained	25	6	80
AOA74_Reads_non_singletons_gap	1.084864353	Active	pH	Maintained	25	6	80
AOA76_Reads_non_singletons_gap	1.611323102	Active	pH	Maintained	25	6	80
AOA81_Reads_non_singletons_gap	1.557563843	Active	pH	Maintained	15	6	80
AOA83_Reads_non_singletons_gap	1.351739819	Active	pH	Maintained	15	6	80
AOA84_Reads_non_singletons_gap	0.975871839	Active	pH	Maintained	15	6	80
AOA97_Reads_non_singletons_gap	1.026676278	Active	pH	Perturbed	25	4.5	80
AOA99_Reads_non_singletons_gap	0.956639644	Active	pH	Perturbed	25	4.5	80
AOA100_Reads_non_singletons_gap	0.71302653	Active	pH	Perturbed	25	4.5	80
active105	0	Active	pH	Perturbed	15	4.5	80
active106	0	Active	pH	Perturbed	15	4.5	80
active107	0	Active	pH	Perturbed	15	4.5	80
active113	0	Active	pH	Perturbed	35	4.5	80
active114	0	Active	pH	Perturbed	35	4.5	80
active115	0	Active	pH	Perturbed	35	4.5	80
AOA123_Reads_non_singletons_gap	0.906395953	Active	pH	Perturbed	25	7.5	80
active129	0	Active	pH	Perturbed	15	7.5	80
active130	0	Active	pH	Perturbed	15	7.5	80
active131	0	Active	pH	Perturbed	15	7.5	80
AOA138_Reads_non_singletons_gap	0.840952019	Active	pH	Perturbed	35	7.5	80
AOA139_Reads_non_singletons_gap	0.380645723	Active	pH	Perturbed	35	7.5	80
AOA140_Reads_non_singletons_gap	0.057749875	Active	pH	Perturbed	35	7.5	80
Macrogen_AOA_17	1.240952159	Active	Temp	Maintained	25	7.5	80
NBAF01-A1_Reads_non_singletons_gap	1.020262017	Active	Temp	Maintained	25	6	80
NBAF02-A2_Reads_non_singletons_gap	0.646156951	Active	Temp	Maintained	25	6	80
NBAF03-A3_Reads_non_singletons_gap	0.601846926	Active	Temp	Maintained	25	6	80
NBAF07-A7_Reads_non_singletons_gap	0.839176009	Active	Temp	Maintained	25	4.5	80
NBAF08-A8_Reads_non_singletons_gap	0.980324098	Active	Temp	Maintained	25	4.5	80
NBAF09-A9_Reads_non_singletons_gap	0.76943662	Active	Temp	Maintained	25	4.5	80
NBAF13-A13_Reads_non_singletons_gap	0.695223239	Active	Temp	Perturbed	15	6	80
NBAF14-A14_Reads_non_singletons_gap	0.629404449	Active	Temp	Perturbed	15	6	80
NBAF15-A15_Reads_non_singletons_gap	0.667981881	Active	Temp	Perturbed	15	6	80
active16	0	Active	Temp	Perturbed	15	4.5	80
active17	0	Active	Temp	Perturbed	15	4.5	80
active18	0	Active	Temp	Perturbed	15	4.5	80
NBAF19-A19_Reads_non_singletons_gap	0.039787096	Active	Temp	Perturbed	35	6	80
NBAF20-A20_Reads_non_singletons_gap	0.070185182	Active	Temp	Perturbed	35	6	80
NBAF21-A21_Reads_non_singletons_gap	0.092952382	Active	Temp	Perturbed	35	6	80
Active57	0	Active	Temp	Perturbed	35	4.5	80
Active58	0	Active	Temp	Perturbed	35	4.5	80
Active59	0	Active	Temp	Perturbed	35	4.5	80
NBAF26-A26_Reads_non_singletons_gap	0.732445023	Active	Temp	Maintained	25	7.5	80
NBAF27-A27_Reads_non_singletons_gap	0.94231761	Active	Temp	Maintained	25	7.5	80
NBAF31-A31_Reads_non_singletons_gap	0.505373137	Active	Temp	Perturbed	15	7.5	80
NBAF32-A32_Reads_non_singletons_gap	0.614281443	Active	Temp	Perturbed	15	7.5	80
NBAF33-A33_Reads_non_singletons_gap	0.597130826	Active	Temp	Perturbed	15	7.5	80
NBAF43-A43_Reads_non_singletons_gap	0.423070294	Active	pH	Maintained	35	6	80
NBAF44-A44_Reads_non_singletons_gap	0.308396562	Active	pH	Maintained	35	6	80
NBAF45-A45_Reads_non_singletons_gap	0.525273434	Active	pH	Maintained	35	6	80
NBAF71-A73_reads_without_singletons_id_1	0	Active	pH	Perturbed	25	7.5	80
2H-A-DNA_Reads_non_singletons_gap	1.702554806	Total	Temp	Maintained	25	6	75
3H-A-DNA_Reads_non_singletons_gap	1.743344185	Total	Temp	Maintained	25	6	75
4H-A-DNA_Reads_non_singletons_gap	1.729354742	Total	Temp	Maintained	25	6	75
5H-A-DNA_Reads_non_singletons_gap	1.134793462	Total	Temp	Maintained	25	4.5	75
6H-A-DNA_Reads_non_singletons_gap	1.138950847	Total	Temp	Maintained	25	4.5	75
7H-A-DNA_Reads_non_singletons_gap	1.160725094	Total	Temp	Maintained	25	4.5	75
9H-A-DNA_Reads_non_singletons_gap	1.354372722	Total	Temp	Maintained	25	7.5	75
10H-A-DNA_Reads_non_singletons_gap	1.347289146	Total	Temp	Maintained	25	7.5	75
11H-A-DNA_Reads_non_singletons_gap	1.353117629	Total	Temp	Maintained	25	7.5	75
13H-A-DNA_Reads_non_singletons_gap	1.713414479	Total	Temp	Perturbed	15	6	75
14H-A-DNA_Reads_non_singletons_gap	1.635584976	Total	Temp	Perturbed	15	6	75
15H-A-DNA_Reads_non_singletons_gap	1.713734764	Total	Temp	Perturbed	15	6	75
17H-A-DNA_Reads_non_singletons_gap	1.126342599	Total	Temp	Perturbed	15	4.5	75
18H-A-DNA_Reads_non_singletons_gap	1.107926845	Total	Temp	Perturbed	15	4.5	75
19H-A-DNA_Reads_non_singletons_gap	1.037337087	Total	Temp	Perturbed	15	4.5	75
21H-A-DNA_Reads_non_singletons_gap	1.493366521	Total	Temp	Perturbed	15	7.5	75
22H-A-DNA_Reads_non_singletons_gap	1.341829568	Total	Temp	Perturbed	15	7.5	75
23H-A-DNA_Reads_non_singletons_gap	1.318954938	Total	Temp	Perturbed	15	7.5	75
26H-A-DNA_Reads_non_singletons_gap	1.295539468	Total	Temp	Perturbed	35	6	75
27H-A-DNA_Reads_non_singletons_gap	1.46236863	Total	Temp	Perturbed	35	6	75
28H-A-DNA_Reads_non_singletons_gap	1.463121578	Total	Temp	Perturbed	35	6	75
29H-A-DNA_Reads_non_singletons_gap	0.77771395	Total	Temp	Perturbed	35	4.5	75
30H-A-DNA_Reads_non_singletons_gap	0.727325137	Total	Temp	Perturbed	35	4.5	75
31H-A-DNA_Reads_non_singletons_gap	0.774179748	Total	Temp	Perturbed	35	4.5	75
33H-A-DNA_Reads_non_singletons_gap	1.445504631	Total	Temp	Perturbed	35	7.5	75
34H-A-DNA_Reads_non_singletons_gap	1.447525021	Total	Temp	Perturbed	35	7.5	75
35H-A-DNA_Reads_non_singletons_gap	1.474536457	Total	Temp	Perturbed	35	7.5	75
37H-A-DNA_Reads_non_singletons_gap	1.705707602	Total	pH	Maintained	25	6	75
38H-A-DNA_Reads_non_singletons_gap	1.726923454	Total	pH	Maintained	25	6	75
39H-A-DNA_Reads_non_singletons_gap	1.697576945	Total	pH	Maintained	25	6	75
41H-A-DNA_Reads_non_singletons_gap	1.796926076	Total	pH	Maintained	15	6	75
42H-A-DNA_Reads_non_singletons_gap	1.79596523	Total	pH	Maintained	15	6	75
43H-A-DNA_Reads_non_singletons_gap	1.878598416	Total	pH	Maintained	15	6	75
45H-A-DNA_Reads_non_singletons_gap	1.587437093	Total	pH	Maintained	35	6	75
46H-A-DNA_Reads_non_singletons_gap	1.489968765	Total	pH	Maintained	35	6	75
47H-A-DNA_Reads_non_singletons_gap	1.439261256	Total	pH	Maintained	35	6	75
49H-A-DNA_Reads_non_singletons_gap	1.391173478	Total	pH	Perturbed	25	4.5	75
50H-A-DNA_Reads_non_singletons_gap	1.305226134	Total	pH	Perturbed	25	4.5	75
51H-A-DNA_Reads_non_singletons_gap	1.111804404	Total	pH	Perturbed	25	4.5	75
53H-A-DNA_Reads_non_singletons_gap	1.615627587	Total	pH	Perturbed	15	4.5	75
54H-A-DNA_Reads_non_singletons_gap	1.551490355	Total	pH	Perturbed	15	4.5	75
55H-A-DNA_Reads_non_singletons_gap	1.605589745	Total	pH	Perturbed	15	4.5	75
57H-A-DNA_Reads_non_singletons_gap	1.45604251	Total	pH	Perturbed	35	4.5	75
58H-A-DNA_Reads_non_singletons_gap	1.546392536	Total	pH	Perturbed	35	4.5	75
59H-A-DNA_Reads_non_singletons_gap	1.5451276	Total	pH	Perturbed	35	4.5	75
62H-A-DNA_Reads_non_singletons_gap	1.698490911	Total	pH	Perturbed	25	7.5	75
63H-A-DNA_Reads_non_singletons_gap	1.632969798	Total	pH	Perturbed	25	7.5	75
64H-A-DNA_Reads_non_singletons_gap	1.710923371	Total	pH	Perturbed	25	7.5	75
65H-A-DNA_Reads_non_singletons_gap	1.852159644	Total	pH	Perturbed	15	7.5	75
66H-A-DNA_Reads_non_singletons_gap	1.871549364	Total	pH	Perturbed	15	7.5	75
67H-A-DNA_Reads_non_singletons_gap	1.828407196	Total	pH	Perturbed	15	7.5	75
69H-A-DNA_Reads_non_singletons_gap	1.67888258	Total	pH	Perturbed	35	7.5	75
70H-A-DNA_Reads_non_singletons_gap	1.514243767	Total	pH	Perturbed	35	7.5	75
71H-A-DNA_Reads_non_singletons_gap	1.507440548	Total	pH	Perturbed	35	7.5	75
AOA65_Reads_non_singletons_gap	0.325388784	Active	Temp	Perturbed	35	7.5	75
AOA66_Reads_non_singletons_gap	1.255749909	Active	Temp	Perturbed	35	7.5	75
AOA68_Reads_non_singletons_gap	0.577433585	Active	Temp	Perturbed	35	7.5	75
AOA73_Reads_non_singletons_gap	0.599402462	Active	pH	Maintained	25	6	75
AOA74_Reads_non_singletons_gap	1.082412108	Active	pH	Maintained	25	6	75
AOA76_Reads_non_singletons_gap	1.553588156	Active	pH	Maintained	25	6	75
AOA81_Reads_non_singletons_gap	1.511837506	Active	pH	Maintained	15	6	75
AOA83_Reads_non_singletons_gap	1.30872554	Active	pH	Maintained	15	6	75
AOA84_Reads_non_singletons_gap	0.755295729	Active	pH	Maintained	15	6	75
AOA97_Reads_non_singletons_gap	0.799920981	Active	pH	Perturbed	25	4.5	75
AOA99_Reads_non_singletons_gap	0.724226022	Active	pH	Perturbed	25	4.5	75
AOA100_Reads_non_singletons_gap	0.693533761	Active	pH	Perturbed	25	4.5	75
active105	0	Active	pH	Perturbed	15	4.5	75
active106	0	Active	pH	Perturbed	15	4.5	75
active107	0	Active	pH	Perturbed	15	4.5	75
active113	0	Active	pH	Perturbed	35	4.5	75
active114	0	Active	pH	Perturbed	35	4.5	75
active115	0	Active	pH	Perturbed	35	4.5	75
AOA123_Reads_non_singletons_gap	0.86517494	Active	pH	Perturbed	25	7.5	75
active129	0	Active	pH	Perturbed	15	7.5	75
active130	0	Active	pH	Perturbed	15	7.5	75
active131	0	Active	pH	Perturbed	15	7.5	75
AOA138_Reads_non_singletons_gap	0.763788236	Active	pH	Perturbed	35	7.5	75
AOA139_Reads_non_singletons_gap	0.370273672	Active	pH	Perturbed	35	7.5	75
AOA140_Reads_non_singletons_gap	0.057749875	Active	pH	Perturbed	35	7.5	75
Macrogen_AOA_17	1.220984539	Active	Temp	Maintained	25	7.5	75
NBAF01-A1_Reads_non_singletons_gap	0.74010585	Active	Temp	Maintained	25	6	75
NBAF02-A2_Reads_non_singletons_gap	0.395786995	Active	Temp	Maintained	25	6	75
NBAF03-A3_Reads_non_singletons_gap	0.406584066	Active	Temp	Maintained	25	6	75
NBAF07-A7_Reads_non_singletons_gap	0.688074045	Active	Temp	Maintained	25	4.5	75
NBAF08-A8_Reads_non_singletons_gap	0.922903402	Active	Temp	Maintained	25	4.5	75
NBAF09-A9_Reads_non_singletons_gap	0.761239062	Active	Temp	Maintained	25	4.5	75
NBAF13-A13_Reads_non_singletons_gap	0.468445692	Active	Temp	Perturbed	15	6	75
NBAF14-A14_Reads_non_singletons_gap	0.41194748	Active	Temp	Perturbed	15	6	75
NBAF15-A15_Reads_non_singletons_gap	0.461720776	Active	Temp	Perturbed	15	6	75
active16	0	Active	Temp	Perturbed	15	4.5	75
active17	0	Active	Temp	Perturbed	15	4.5	75
active18	0	Active	Temp	Perturbed	15	4.5	75
NBAF19-A19_Reads_non_singletons_gap	0.034766773	Active	Temp	Perturbed	35	6	75
NBAF20-A20_Reads_non_singletons_gap	0.068915717	Active	Temp	Perturbed	35	6	75
NBAF21-A21_Reads_non_singletons_gap	0.092326742	Active	Temp	Perturbed	35	6	75
Active57	0	Active	Temp	Perturbed	35	4.5	75
Active58	0	Active	Temp	Perturbed	35	4.5	75
Active59	0	Active	Temp	Perturbed	35	4.5	75
NBAF26-A26_Reads_non_singletons_gap	0.730154105	Active	Temp	Maintained	25	7.5	75
NBAF27-A27_Reads_non_singletons_gap	0.936842222	Active	Temp	Maintained	25	7.5	75
NBAF31-A31_Reads_non_singletons_gap	0.50459114	Active	Temp	Perturbed	15	7.5	75
NBAF32-A32_Reads_non_singletons_gap	0.611892629	Active	Temp	Perturbed	15	7.5	75
NBAF33-A33_Reads_non_singletons_gap	0.594106385	Active	Temp	Perturbed	15	7.5	75
NBAF43-A43_Reads_non_singletons_gap	0.420472393	Active	pH	Maintained	35	6	75
