SampleID	Diversity	DiversityID	Pert1	Pert2	Temp	pH	Phylogenetic.Resolution
NBAF32-A32_Reads_non_singletons_gap	0.896594598	Active	Temp	Perturbed	15	7.5	90
NBAF33-A33_Reads_non_singletons_gap	0.906087047	Active	Temp	Perturbed	15	7.5	90
NBAF43-A43_Reads_non_singletons_gap	0.50629099	Active	pH	Maintained	35	6	90
NBAF44-A44_Reads_non_singletons_gap	0.394341768	Active	pH	Maintained	35	6	90
NBAF45-A45_Reads_non_singletons_gap	0.607944774	Active	pH	Maintained	35	6	90
NBAF71-A73_reads_without_singletons_id_1	0	Active	pH	Perturbed	25	7.5	90
NBAF72-A74_reads_without_singletons_id_1	1.572764346	Active	pH	Perturbed	25	7.5	90
2H-A-DNA_Reads_non_singletons_gap	1.926393142	Total	Temp	Maintained	25	6	85
3H-A-DNA_Reads_non_singletons_gap	1.944708776	Total	Temp	Maintained	25	6	85
4H-A-DNA_Reads_non_singletons_gap	1.916186494	Total	Temp	Maintained	25	6	85
5H-A-DNA_Reads_non_singletons_gap	1.27477661	Total	Temp	Maintained	25	4.5	85
6H-A-DNA_Reads_non_singletons_gap	1.2780245	Total	Temp	Maintained	25	4.5	85
7H-A-DNA_Reads_non_singletons_gap	1.329056119	Total	Temp	Maintained	25	4.5	85
9H-A-DNA_Reads_non_singletons_gap	1.399768427	Total	Temp	Maintained	25	7.5	85
10H-A-DNA_Reads_non_singletons_gap	1.401607455	Total	Temp	Maintained	25	7.5	85
11H-A-DNA_Reads_non_singletons_gap	1.41850183	Total	Temp	Maintained	25	7.5	85
13H-A-DNA_Reads_non_singletons_gap	1.959047548	Total	Temp	Perturbed	15	6	85
14H-A-DNA_Reads_non_singletons_gap	1.799107905	Total	Temp	Perturbed	15	6	85
15H-A-DNA_Reads_non_singletons_gap	1.900091676	Total	Temp	Perturbed	15	6	85
17H-A-DNA_Reads_non_singletons_gap	1.267900274	Total	Temp	Perturbed	15	4.5	85
18H-A-DNA_Reads_non_singletons_gap	1.288208647	Total	Temp	Perturbed	15	4.5	85
19H-A-DNA_Reads_non_singletons_gap	1.219056041	Total	Temp	Perturbed	15	4.5	85
21H-A-DNA_Reads_non_singletons_gap	1.714056841	Total	Temp	Perturbed	15	7.5	85
22H-A-DNA_Reads_non_singletons_gap	1.388282661	Total	Temp	Perturbed	15	7.5	85
23H-A-DNA_Reads_non_singletons_gap	1.355794934	Total	Temp	Perturbed	15	7.5	85
26H-A-DNA_Reads_non_singletons_gap	1.632469443	Total	Temp	Perturbed	35	6	85
27H-A-DNA_Reads_non_singletons_gap	1.8082523	Total	Temp	Perturbed	35	6	85
28H-A-DNA_Reads_non_singletons_gap	1.820299136	Total	Temp	Perturbed	35	6	85
29H-A-DNA_Reads_non_singletons_gap	0.870320055	Total	Temp	Perturbed	35	4.5	85
30H-A-DNA_Reads_non_singletons_gap	0.807081581	Total	Temp	Perturbed	35	4.5	85
31H-A-DNA_Reads_non_singletons_gap	0.870026274	Total	Temp	Perturbed	35	4.5	85
33H-A-DNA_Reads_non_singletons_gap	1.52170966	Total	Temp	Perturbed	35	7.5	85
34H-A-DNA_Reads_non_singletons_gap	1.545121934	Total	Temp	Perturbed	35	7.5	85
35H-A-DNA_Reads_non_singletons_gap	1.56586087	Total	Temp	Perturbed	35	7.5	85
37H-A-DNA_Reads_non_singletons_gap	1.895688068	Total	pH	Maintained	25	6	85
38H-A-DNA_Reads_non_singletons_gap	1.913994028	Total	pH	Maintained	25	6	85
39H-A-DNA_Reads_non_singletons_gap	1.888791962	Total	pH	Maintained	25	6	85
41H-A-DNA_Reads_non_singletons_gap	2.056655184	Total	pH	Maintained	15	6	85
42H-A-DNA_Reads_non_singletons_gap	2.06472457	Total	pH	Maintained	15	6	85
43H-A-DNA_Reads_non_singletons_gap	2.095474119	Total	pH	Maintained	15	6	85
45H-A-DNA_Reads_non_singletons_gap	1.758694197	Total	pH	Maintained	35	6	85
46H-A-DNA_Reads_non_singletons_gap	1.666433715	Total	pH	Maintained	35	6	85
47H-A-DNA_Reads_non_singletons_gap	1.56831321	Total	pH	Maintained	35	6	85
49H-A-DNA_Reads_non_singletons_gap	1.489418397	Total	pH	Perturbed	25	4.5	85
50H-A-DNA_Reads_non_singletons_gap	1.451434591	Total	pH	Perturbed	25	4.5	85
51H-A-DNA_Reads_non_singletons_gap	1.145232089	Total	pH	Perturbed	25	4.5	85
53H-A-DNA_Reads_non_singletons_gap	1.877624689	Total	pH	Perturbed	15	4.5	85
54H-A-DNA_Reads_non_singletons_gap	1.798329446	Total	pH	Perturbed	15	4.5	85
55H-A-DNA_Reads_non_singletons_gap	1.867824555	Total	pH	Perturbed	15	4.5	85
57H-A-DNA_Reads_non_singletons_gap	1.674954002	Total	pH	Perturbed	35	4.5	85
58H-A-DNA_Reads_non_singletons_gap	1.718204929	Total	pH	Perturbed	35	4.5	85
59H-A-DNA_Reads_non_singletons_gap	1.740368265	Total	pH	Perturbed	35	4.5	85
62H-A-DNA_Reads_non_singletons_gap	1.708105307	Total	pH	Perturbed	25	7.5	85
63H-A-DNA_Reads_non_singletons_gap	1.664778093	Total	pH	Perturbed	25	7.5	85
64H-A-DNA_Reads_non_singletons_gap	1.734453834	Total	pH	Perturbed	25	7.5	85
65H-A-DNA_Reads_non_singletons_gap	2.073572628	Total	pH	Perturbed	15	7.5	85
66H-A-DNA_Reads_non_singletons_gap	2.092884926	Total	pH	Perturbed	15	7.5	85
67H-A-DNA_Reads_non_singletons_gap	2.053315025	Total	pH	Perturbed	15	7.5	85
69H-A-DNA_Reads_non_singletons_gap	1.873989631	Total	pH	Perturbed	35	7.5	85
70H-A-DNA_Reads_non_singletons_gap	1.714855565	Total	pH	Perturbed	35	7.5	85
71H-A-DNA_Reads_non_singletons_gap	1.733063295	Total	pH	Perturbed	35	7.5	85
AOA65_Reads_non_singletons_gap	0.411533952	Active	Temp	Perturbed	35	7.5	85
AOA66_Reads_non_singletons_gap	1.488901456	Active	Temp	Perturbed	35	7.5	85
AOA68_Reads_non_singletons_gap	0.587291917	Active	Temp	Perturbed	35	7.5	85
AOA73_Reads_non_singletons_gap	0.608172218	Active	pH	Maintained	25	6	85
AOA74_Reads_non_singletons_gap	1.11581084	Active	pH	Maintained	25	6	85
AOA76_Reads_non_singletons_gap	1.851681359	Active	pH	Maintained	25	6	85
AOA81_Reads_non_singletons_gap	1.740034457	Active	pH	Maintained	15	6	85
AOA83_Reads_non_singletons_gap	1.522684646	Active	pH	Maintained	15	6	85
AOA84_Reads_non_singletons_gap	1.104128914	Active	pH	Maintained	15	6	85
AOA97_Reads_non_singletons_gap	1.18147346	Active	pH	Perturbed	25	4.5	85
AOA99_Reads_non_singletons_gap	1.103740233	Active	pH	Perturbed	25	4.5	85
AOA100_Reads_non_singletons_gap	0.71665806	Active	pH	Perturbed	25	4.5	85
Sample101	0	Active	pH	Perturbed	15	4.5	85
Sample102	0	Active	pH	Perturbed	15	4.5	85
Sample103	0	Active	pH	Perturbed	15	4.5	85
Sample104	0	Active	pH	Perturbed	35	4.5	85
Sample105	0	Active	pH	Perturbed	35	4.5	85
Sample106	0	Active	pH	Perturbed	35	4.5	85
AOA123_Reads_non_singletons_gap	0.909282172	Active	pH	Perturbed	25	7.5	85
Sample124	0	Active	pH	Perturbed	15	7.5	85
Sample125	0	Active	pH	Perturbed	15	7.5	85
Sample126	0	Active	pH	Perturbed	15	7.5	85
AOA138_Reads_non_singletons_gap	0.838381315	Active	pH	Perturbed	35	7.5	85
AOA139_Reads_non_singletons_gap	0.38729647	Active	pH	Perturbed	35	7.5	85
AOA140_Reads_non_singletons_gap	0.057749875	Active	pH	Perturbed	35	7.5	85
Macrogen_AOA_17	1.36511186	Active	Temp	Maintained	25	7.5	85
NBAF01-A1_Reads_non_singletons_gap	1.053023324	Active	Temp	Maintained	25	6	85
NBAF02-A2_Reads_non_singletons_gap	0.674295158	Active	Temp	Maintained	25	6	85
NBAF03-A3_Reads_non_singletons_gap	0.624569862	Active	Temp	Maintained	25	6	85
NBAF07-A7_Reads_non_singletons_gap	0.854683823	Active	Temp	Maintained	25	4.5	85
NBAF08-A8_Reads_non_singletons_gap	0.998106776	Active	Temp	Maintained	25	4.5	85
NBAF09-A9_Reads_non_singletons_gap	0.780516829	Active	Temp	Maintained	25	4.5	85
NBAF13-A13_Reads_non_singletons_gap	0.711296311	Active	Temp	Perturbed	15	6	85
NBAF14-A14_Reads_non_singletons_gap	0.638977491	Active	Temp	Perturbed	15	6	85
NBAF15-A15_Reads_non_singletons_gap	0.67587618	Active	Temp	Perturbed	15	6	85
Sample16	0	Active	Temp	Perturbed	15	4.5	85
Sample17	0	Active	Temp	Perturbed	15	4.5	85
Sample18	0	Active	Temp	Perturbed	15	4.5	85
NBAF19-A19_Reads_non_singletons_gap	0.040749881	Active	Temp	Perturbed	35	6	85
NBAF20-A20_Reads_non_singletons_gap	0.070185182	Active	Temp	Perturbed	35	6	85
NBAF21-A21_Reads_non_singletons_gap	0.093155332	Active	Temp	Perturbed	35	6	85
Sample22	0	Active	Temp	Perturbed	35	4.5	85
Sample23	0	Active	Temp	Perturbed	35	4.5	85
Sample24	0	Active	Temp	Perturbed	35	4.5	85
NBAF26-A26_Reads_non_singletons_gap	0.736022729	Active	Temp	Maintained	25	7.5	85
NBAF27-A27_Reads_non_singletons_gap	0.949864453	Active	Temp	Maintained	25	7.5	85
NBAF31-A31_Reads_non_singletons_gap	0.503594526	Active	Temp	Perturbed	15	7.5	85
NBAF32-A32_Reads_non_singletons_gap	0.618025351	Active	Temp	Perturbed	15	7.5	85
NBAF33-A33_Reads_non_singletons_gap	0.601153622	Active	Temp	Perturbed	15	7.5	85
NBAF43-A43_Reads_non_singletons_gap	0.428697983	Active	pH	Maintained	35	6	85
NBAF44-A44_Reads_non_singletons_gap	0.309845252	Active	pH	Maintained	35	6	85
NBAF45-A45_Reads_non_singletons_gap	0.531922397	Active	pH	Maintained	35	6	85
NBAF71-A73_reads_without_singletons_id_1	0	Active	pH	Perturbed	25	7.5	85
NBAF72-A74_reads_without_singletons_id_1	1.441256256	Active	pH	Perturbed	25	7.5	85
2H-A-DNA_Reads_non_singletons_gap	1.896057956	Total	Temp	Maintained	25	6	80
3H-A-DNA_Reads_non_singletons_gap	1.906846607	Total	Temp	Maintained	25	6	80
4H-A-DNA_Reads_non_singletons_gap	1.876933239	Total	Temp	Maintained	25	6	80
5H-A-DNA_Reads_non_singletons_gap	1.24098619	Total	Temp	Maintained	25	4.5	80
6H-A-DNA_Reads_non_singletons_gap	1.249609761	Total	Temp	Maintained	25	4.5	80
7H-A-DNA_Reads_non_singletons_gap	1.291101609	Total	Temp	Maintained	25	4.5	80
9H-A-DNA_Reads_non_singletons_gap	1.364639282	Total	Temp	Maintained	25	7.5	80
10H-A-DNA_Reads_non_singletons_gap	1.353084666	Total	Temp	Maintained	25	7.5	80
11H-A-DNA_Reads_non_singletons_gap	1.362746026	Total	Temp	Maintained	25	7.5	80
13H-A-DNA_Reads_non_singletons_gap	1.903326947	Total	Temp	Perturbed	15	6	80
14H-A-DNA_Reads_non_singletons_gap	1.762528372	Total	Temp	Perturbed	15	6	80
15H-A-DNA_Reads_non_singletons_gap	1.86371047	Total	Temp	Perturbed	15	6	80
17H-A-DNA_Reads_non_singletons_gap	1.23061347	Total	Temp	Perturbed	15	4.5	80
18H-A-DNA_Reads_non_singletons_gap	1.251822912	Total	Temp	Perturbed	15	4.5	80
19H-A-DNA_Reads_non_singletons_gap	1.183551745	Total	Temp	Perturbed	15	4.5	80
21H-A-DNA_Reads_non_singletons_gap	1.570650983	Total	Temp	Perturbed	15	7.5	80
22H-A-DNA_Reads_non_singletons_gap	1.362370754	Total	Temp	Perturbed	15	7.5	80
23H-A-DNA_Reads_non_singletons_gap	1.329098456	Total	Temp	Perturbed	15	7.5	80
26H-A-DNA_Reads_non_singletons_gap	1.500144873	Total	Temp	Perturbed	35	6	80
27H-A-DNA_Reads_non_singletons_gap	1.645668786	Total	Temp	Perturbed	35	6	80
28H-A-DNA_Reads_non_singletons_gap	1.653319242	Total	Temp	Perturbed	35	6	80
29H-A-DNA_Reads_non_singletons_gap	0.849267701	Total	Temp	Perturbed	35	4.5	80
30H-A-DNA_Reads_non_singletons_gap	0.790212821	Total	Temp	Perturbed	35	4.5	80
31H-A-DNA_Reads_non_singletons_gap	0.854112204	Total	Temp	Perturbed	35	4.5	80
33H-A-DNA_Reads_non_singletons_gap	1.458827764	Total	Temp	Perturbed	35	7.5	80
34H-A-DNA_Reads_non_singletons_gap	1.46087075	Total	Temp	Perturbed	35	7.5	80
35H-A-DNA_Reads_non_singletons_gap	1.483329985	Total	Temp	Perturbed	35	7.5	80
37H-A-DNA_Reads_non_singletons_gap	1.868803104	Total	pH	Maintained	25	6	80
38H-A-DNA_Reads_non_singletons_gap	1.88533883	Total	pH	Maintained	25	6	80
39H-A-DNA_Reads_non_singletons_gap	1.857439668	Total	pH	Maintained	25	6	80
41H-A-DNA_Reads_non_singletons_gap	1.981225982	Total	pH	Maintained	15	6	80
42H-A-DNA_Reads_non_singletons_gap	1.984089701	Total	pH	Maintained	15	6	80
43H-A-DNA_Reads_non_singletons_gap	2.016595405	Total	pH	Maintained	15	6	80
45H-A-DNA_Reads_non_singletons_gap	1.689931503	Total	pH	Maintained	35	6	80
46H-A-DNA_Reads_non_singletons_gap	1.599308682	Total	pH	Maintained	35	6	80
47H-A-DNA_Reads_non_singletons_gap	1.523561581	Total	pH	Maintained	35	6	80
49H-A-DNA_Reads_non_singletons_gap	1.466149966	Total	pH	Perturbed	25	4.5	80
50H-A-DNA_Reads_non_singletons_gap	1.424687705	Total	pH	Perturbed	25	4.5	80
51H-A-DNA_Reads_non_singletons_gap	1.139338764	Total	pH	Perturbed	25	4.5	80
53H-A-DNA_Reads_non_singletons_gap	1.793192697	Total	pH	Perturbed	15	4.5	80
54H-A-DNA_Reads_non_singletons_gap	1.699318209	Total	pH	Perturbed	15	4.5	80
55H-A-DNA_Reads_non_singletons_gap	1.78832297	Total	pH	Perturbed	15	4.5	80
57H-A-DNA_Reads_non_singletons_gap	1.594465547	Total	pH	Perturbed	35	4.5	80
58H-A-DNA_Reads_non_singletons_gap	1.667274907	Total	pH	Perturbed	35	4.5	80
59H-A-DNA_Reads_non_singletons_gap	1.677132278	Total	pH	Perturbed	35	4.5	80
62H-A-DNA_Reads_non_singletons_gap	1.683427194	Total	pH	Perturbed	25	7.5	80
63H-A-DNA_Reads_non_singletons_gap	1.64090011	Total	pH	Perturbed	25	7.5	80
64H-A-DNA_Reads_non_singletons_gap	1.693126603	Total	pH	Perturbed	25	7.5	80
65H-A-DNA_Reads_non_singletons_gap	1.971809214	Total	pH	Perturbed	15	7.5	80
66H-A-DNA_Reads_non_singletons_gap	2.005788267	Total	pH	Perturbed	15	7.5	80
67H-A-DNA_Reads_non_singletons_gap	1.951379802	Total	pH	Perturbed	15	7.5	80
69H-A-DNA_Reads_non_singletons_gap	1.802791182	Total	pH	Perturbed	35	7.5	80
70H-A-DNA_Reads_non_singletons_gap	1.641337647	Total	pH	Perturbed	35	7.5	80
71H-A-DNA_Reads_non_singletons_gap	1.652953793	Total	pH	Perturbed	35	7.5	80
AOA65_Reads_non_singletons_gap	0.405717441	Active	Temp	Perturbed	35	7.5	80
AOA66_Reads_non_singletons_gap	1.301215575	Active	Temp	Perturbed	35	7.5	80
AOA68_Reads_non_singletons_gap	0.587291917	Active	Temp	Perturbed	35	7.5	80
AOA73_Reads_non_singletons_gap	0.607727218	Active	pH	Maintained	25	6	80
AOA74_Reads_non_singletons_gap	1.108232367	Active	pH	Maintained	25	6	80
AOA76_Reads_non_singletons_gap	1.615401522	Active	pH	Maintained	25	6	80
AOA81_Reads_non_singletons_gap	1.557563843	Active	pH	Maintained	15	6	80
AOA83_Reads_non_singletons_gap	1.351526321	Active	pH	Maintained	15	6	80
AOA84_Reads_non_singletons_gap	0.987767597	Active	pH	Maintained	15	6	80
AOA97_Reads_non_singletons_gap	1.032433427	Active	pH	Perturbed	25	4.5	80
AOA99_Reads_non_singletons_gap	0.971701457	Active	pH	Perturbed	25	4.5	80
AOA100_Reads_non_singletons_gap	0.702877118	Active	pH	Perturbed	25	4.5	80
Sample101	0	Active	pH	Perturbed	15	4.5	80
Sample102	0	Active	pH	Perturbed	15	4.5	80
Sample103	0	Active	pH	Perturbed	15	4.5	80
Sample104	0	Active	pH	Perturbed	35	4.5	80
Sample105	0	Active	pH	Perturbed	35	4.5	80
Sample106	0	Active	pH	Perturbed	35	4.5	80
AOA123_Reads_non_singletons_gap	0.899014416	Active	pH	Perturbed	25	7.5	80
Sample124	0	Active	pH	Perturbed	15	7.5	80
Sample125	0	Active	pH	Perturbed	15	7.5	80
Sample126	0	Active	pH	Perturbed	15	7.5	80
AOA138_Reads_non_singletons_gap	0.823733963	Active	pH	Perturbed	35	7.5	80
AOA139_Reads_non_singletons_gap	0.386069156	Active	pH	Perturbed	35	7.5	80
AOA140_Reads_non_singletons_gap	0.057749875	Active	pH	Perturbed	35	7.5	80
Macrogen_AOA_17	1.241291881	Active	Temp	Maintained	25	7.5	80
NBAF01-A1_Reads_non_singletons_gap	1.021630481	Active	Temp	Maintained	25	6	80
NBAF02-A2_Reads_non_singletons_gap	0.650149956	Active	Temp	Maintained	25	6	80
NBAF03-A3_Reads_non_singletons_gap	0.605651718	Active	Temp	Maintained	25	6	80
NBAF07-A7_Reads_non_singletons_gap	0.840724163	Active	Temp	Maintained	25	4.5	80
NBAF08-A8_Reads_non_singletons_gap	0.985493917	Active	Temp	Maintained	25	4.5	80
NBAF09-A9_Reads_non_singletons_gap	0.77471569	Active	Temp	Maintained	25	4.5	80
NBAF13-A13_Reads_non_singletons_gap	0.696224518	Active	Temp	Perturbed	15	6	80
NBAF14-A14_Reads_non_singletons_gap	0.625370007	Active	Temp	Perturbed	15	6	80
NBAF15-A15_Reads_non_singletons_gap	0.666702066	Active	Temp	Perturbed	15	6	80
Sample16	0	Active	Temp	Perturbed	15	4.5	80
Sample17	0	Active	Temp	Perturbed	15	4.5	80
Sample18	0	Active	Temp	Perturbed	15	4.5	80
NBAF19-A19_Reads_non_singletons_gap	0.039797028	Active	Temp	Perturbed	35	6	80
NBAF20-A20_Reads_non_singletons_gap	0.070185182	Active	Temp	Perturbed	35	6	80
NBAF21-A21_Reads_non_singletons_gap	0.093155332	Active	Temp	Perturbed	35	6	80
Sample22	0	Active	Temp	Perturbed	35	4.5	80
Sample23	0	Active	Temp	Perturbed	35	4.5	80
Sample24	0	Active	Temp	Perturbed	35	4.5	80
NBAF26-A26_Reads_non_singletons_gap	0.727937236	Active	Temp	Maintained	25	7.5	80
NBAF27-A27_Reads_non_singletons_gap	0.939909798	Active	Temp	Maintained	25	7.5	80
NBAF31-A31_Reads_non_singletons_gap	0.501128355	Active	Temp	Perturbed	15	7.5	80
NBAF32-A32_Reads_non_singletons_gap	0.612514897	Active	Temp	Perturbed	15	7.5	80
NBAF33-A33_Reads_non_singletons_gap	0.597679577	Active	Temp	Perturbed	15	7.5	80
NBAF43-A43_Reads_non_singletons_gap	0.42304234	Active	pH	Maintained	35	6	80
NBAF44-A44_Reads_non_singletons_gap	0.309353055	Active	pH	Maintained	35	6	80
NBAF45-A45_Reads_non_singletons_gap	0.52811665	Active	pH	Maintained	35	6	80
NBAF71-A73_reads_without_singletons_id_1	0	Active	pH	Perturbed	25	7.5	80
NBAF72-A74_reads_without_singletons_id_1	1.439983268	Active	pH	Perturbed	25	7.5	80
2H-A-DNA_Reads_non_singletons_gap	1.683965499	Total	Temp	Maintained	25	6	75
3H-A-DNA_Reads_non_singletons_gap	1.71933885	Total	Temp	Maintained	25	6	75
4H-A-DNA_Reads_non_singletons_gap	1.704704078	Total	Temp	Maintained	25	6	75
5H-A-DNA_Reads_non_singletons_gap	1.148869664	Total	Temp	Maintained	25	4.5	75
6H-A-DNA_Reads_non_singletons_gap	1.150482809	Total	Temp	Maintained	25	4.5	75
7H-A-DNA_Reads_non_singletons_gap	1.177412886	Total	Temp	Maintained	25	4.5	75
9H-A-DNA_Reads_non_singletons_gap	1.326456689	Total	Temp	Maintained	25	7.5	75
10H-A-DNA_Reads_non_singletons_gap	1.326536985	Total	Temp	Maintained	25	7.5	75
11H-A-DNA_Reads_non_singletons_gap	1.314047261	Total	Temp	Maintained	25	7.5	75
13H-A-DNA_Reads_non_singletons_gap	1.691086063	Total	Temp	Perturbed	15	6	75
14H-A-DNA_Reads_non_singletons_gap	1.579969611	Total	Temp	Perturbed	15	6	75
15H-A-DNA_Reads_non_singletons_gap	1.671464463	Total	Temp	Perturbed	15	6	75
17H-A-DNA_Reads_non_singletons_gap	1.139335528	Total	Temp	Perturbed	15	4.5	75
18H-A-DNA_Reads_non_singletons_gap	1.117596829	Total	Temp	Perturbed	15	4.5	75
19H-A-DNA_Reads_non_singletons_gap	1.052562949	Total	Temp	Perturbed	15	4.5	75
21H-A-DNA_Reads_non_singletons_gap	1.437390323	Total	Temp	Perturbed	15	7.5	75
22H-A-DNA_Reads_non_singletons_gap	1.288690826	Total	Temp	Perturbed	15	7.5	75
23H-A-DNA_Reads_non_singletons_gap	1.281750727	Total	Temp	Perturbed	15	7.5	75
26H-A-DNA_Reads_non_singletons_gap	1.30520009	Total	Temp	Perturbed	35	6	75
27H-A-DNA_Reads_non_singletons_gap	1.465621465	Total	Temp	Perturbed	35	6	75
28H-A-DNA_Reads_non_singletons_gap	1.475769592	Total	Temp	Perturbed	35	6	75
29H-A-DNA_Reads_non_singletons_gap	0.801397471	Total	Temp	Perturbed	35	4.5	75
30H-A-DNA_Reads_non_singletons_gap	0.741774575	Total	Temp	Perturbed	35	4.5	75
31H-A-DNA_Reads_non_singletons_gap	0.800832309	Total	Temp	Perturbed	35	4.5	75
33H-A-DNA_Reads_non_singletons_gap	1.433877929	Total	Temp	Perturbed	35	7.5	75
34H-A-DNA_Reads_non_singletons_gap	1.436279441	Total	Temp	Perturbed	35	7.5	75
35H-A-DNA_Reads_non_singletons_gap	1.454522892	Total	Temp	Perturbed	35	7.5	75
37H-A-DNA_Reads_non_singletons_gap	1.672958656	Total	pH	Maintained	25	6	75
38H-A-DNA_Reads_non_singletons_gap	1.697355794	Total	pH	Maintained	25	6	75
39H-A-DNA_Reads_non_singletons_gap	1.682112409	Total	pH	Maintained	25	6	75
41H-A-DNA_Reads_non_singletons_gap	1.780723017	Total	pH	Maintained	15	6	75
42H-A-DNA_Reads_non_singletons_gap	1.782627087	Total	pH	Maintained	15	6	75
43H-A-DNA_Reads_non_singletons_gap	1.841111849	Total	pH	Maintained	15	6	75
45H-A-DNA_Reads_non_singletons_gap	1.592378156	Total	pH	Maintained	35	6	75
46H-A-DNA_Reads_non_singletons_gap	1.496670539	Total	pH	Maintained	35	6	75
47H-A-DNA_Reads_non_singletons_gap	1.445412428	Total	pH	Maintained	35	6	75
49H-A-DNA_Reads_non_singletons_gap	1.392871444	Total	pH	Perturbed	25	4.5	75
50H-A-DNA_Reads_non_singletons_gap	1.30730841	Total	pH	Perturbed	25	4.5	75
51H-A-DNA_Reads_non_singletons_gap	1.112146743	Total	pH	Perturbed	25	4.5	75
53H-A-DNA_Reads_non_singletons_gap	1.625323981	Total	pH	Perturbed	15	4.5	75
54H-A-DNA_Reads_non_singletons_gap	1.560240737	Total	pH	Perturbed	15	4.5	75
55H-A-DNA_Reads_non_singletons_gap	1.61556975	Total	pH	Perturbed	15	4.5	75
57H-A-DNA_Reads_non_singletons_gap	1.46704989	Total	pH	Perturbed	35	4.5	75
58H-A-DNA_Reads_non_singletons_gap	1.554195377	Total	pH	Perturbed	35	4.5	75
59H-A-DNA_Reads_non_singletons_gap	1.555687439	Total	pH	Perturbed	35	4.5	75
62H-A-DNA_Reads_non_singletons_gap	1.616801801	Total	pH	Perturbed	25	7.5	75
63H-A-DNA_Reads_non_singletons_gap	1.550538457	Total	pH	Perturbed	25	7.5	75
64H-A-DNA_Reads_non_singletons_gap	1.624121348	Total	pH	Perturbed	25	7.5	75
65H-A-DNA_Reads_non_singletons_gap	1.81533565	Total	pH	Perturbed	15	7.5	75
66H-A-DNA_Reads_non_singletons_gap	1.826555183	Total	pH	Perturbed	15	7.5	75
67H-A-DNA_Reads_non_singletons_gap	1.795867075	Total	pH	Perturbed	15	7.5	75
69H-A-DNA_Reads_non_singletons_gap	1.683131232	Total	pH	Perturbed	35	7.5	75
70H-A-DNA_Reads_non_singletons_gap	1.521698263	Total	pH	Perturbed	35	7.5	75
71H-A-DNA_Reads_non_singletons_gap	1.514426951	Total	pH	Perturbed	35	7.5	75
AOA65_Reads_non_singletons_gap	0.325388784	Active	Temp	Perturbed	35	7.5	75
AOA66_Reads_non_singletons_gap	1.213542284	Active	Temp	Perturbed	35	7.5	75
AOA68_Reads_non_singletons_gap	0.576816754	Active	Temp	Perturbed	35	7.5	75
AOA73_Reads_non_singletons_gap	0.599139666	Active	pH	Maintained	25	6	75
AOA74_Reads_non_singletons_gap	1.084775432	Active	pH	Maintained	25	6	75
AOA76_Reads_non_singletons_gap	1.531374891	Active	pH	Maintained	25	6	75
AOA81_Reads_non_singletons_gap	1.50948999	Active	pH	Maintained	15	6	75
AOA83_Reads_non_singletons_gap	1.303951769	Active	pH	Maintained	15	6	75
AOA84_Reads_non_singletons_gap	0.744353544	Active	pH	Maintained	15	6	75
AOA97_Reads_non_singletons_gap	0.780945753	Active	pH	Perturbed	25	4.5	75
AOA99_Reads_non_singletons_gap	0.715476194	Active	pH	Perturbed	25	4.5	75
AOA100_Reads_non_singletons_gap	0.671830699	Active	pH	Perturbed	25	4.5	75
Sample101	0	Active	pH	Perturbed	15	4.5	75
Sample102	0	Active	pH	Perturbed	15	4.5	75
Sample103	0	Active	pH	Perturbed	15	4.5	75
Sample104	0	Active	pH	Perturbed	35	4.5	75
Sample105	0	Active	pH	Perturbed	35	4.5	75
Sample106	0	Active	pH	Perturbed	35	4.5	75
AOA123_Reads_non_singletons_gap	0.844543941	Active	pH	Perturbed	25	7.5	75
Sample124	0	Active	pH	Perturbed	15	7.5	75
Sample125	0	Active	pH	Perturbed	15	7.5	75
Sample126	0	Active	pH	Perturbed	15	7.5	75
AOA138_Reads_non_singletons_gap	0.74657018	Active	pH	Perturbed	35	7.5	75
AOA139_Reads_non_singletons_gap	0.370836276	Active	pH	Perturbed	35	7.5	75
AOA140_Reads_non_singletons_gap	0.057749875	Active	pH	Perturbed	35	7.5	75
Macrogen_AOA_17	1.209639779	Active	Temp	Maintained	25	7.5	75
NBAF01-A1_Reads_non_singletons_gap	0.732238518	Active	Temp	Maintained	25	6	75
NBAF02-A2_Reads_non_singletons_gap	0.395740341	Active	Temp	Maintained	25	6	75
NBAF03-A3_Reads_non_singletons_gap	0.406285296	Active	Temp	Maintained	25	6	75
NBAF07-A7_Reads_non_singletons_gap	0.681548724	Active	Temp	Maintained	25	4.5	75
NBAF08-A8_Reads_non_singletons_gap	0.902717533	Active	Temp	Maintained	25	4.5	75
NBAF09-A9_Reads_non_singletons_gap	0.755897357	Active	Temp	Maintained	25	4.5	75
NBAF13-A13_Reads_non_singletons_gap	0.466823333	Active	Temp	Perturbed	15	6	75
NBAF14-A14_Reads_non_singletons_gap	0.406069299	Active	Temp	Perturbed	15	6	75
NBAF15-A15_Reads_non_singletons_gap	0.460440962	Active	Temp	Perturbed	15	6	75
Sample16	0	Active	Temp	Perturbed	15	4.5	75
Sample17	0	Active	Temp	Perturbed	15	4.5	75
Sample18	0	Active	Temp	Perturbed	15	4.5	75
NBAF19-A19_Reads_non_singletons_gap	0.03475351	Active	Temp	Perturbed	35	6	75
NBAF20-A20_Reads_non_singletons_gap	0.068648543	Active	Temp	Perturbed	35	6	75
